锘夸氦鏄撴椂闂�,鍏紬璐﹀彿ID,鍟嗘埛鍙�,鐗圭害鍟嗘埛鍙�,璁惧鍙�,寰俊璁㈠崟鍙�,鍟嗘埛璁㈠崟鍙�,鐢ㄦ埛鏍囪瘑,浜ゆ槗绫诲瀷,浜ゆ槗鐘舵€�,浠樻閾惰,璐у竵绉嶇被,搴旂粨璁㈠崟閲戦,浠ｉ噾鍒搁噾棰�,寰俊閫€娆惧崟鍙�,鍟嗘埛閫€娆惧崟鍙�,閫€娆鹃噾棰�,鍏呭€煎埜閫€娆鹃噾棰�,閫€娆剧被鍨�,閫€娆剧姸鎬�,鍟嗗搧鍚嶇О,鍟嗘埛鏁版嵁鍖�,鎵嬬画璐�,璐圭巼,璁㈠崟閲戦,鐢宠閫€娆鹃噾棰�,璐圭巼澶囨敞
`2019-08-14 13:56:17,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000394201908144407300486,`ysj1_3_33_19584_20190814135639,`oLYpU0TdbEaEY727GEzK_Sx-dGI4,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈虹画璐逛簯鎵嬫満128\ 濂楅VIP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-14 09:59:54,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000382201908146152155425,`ysj1_3_33_19568_20190814100010,`oLYpU0W61GtbtkhqhseZ8IjCTigc,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-14 16:21:44,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000374201908146550741933,`ysj1_3_33_19587_20190814162206,`oLYpU0UOSd_d0nD8b0UdfmDKhKoM,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈虹画璐逛簯鎵嬫満1896\ 濂楅VIP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-14 19:38:58,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000386201908147101123028,`ysj1_3_33_19597_20190814193916,`oLYpU0a9DkCYKZ4zPq-MYxctIW3o,`APP,`SUCCESS,`ICBC_DEBIT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-14 19:48:19,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000398201908140495987058,`ysj1_3_33_19600_20190814194828,`oLYpU0a9DkCYKZ4zPq-MYxctIW3o,`APP,`SUCCESS,`BOC_DEBIT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈虹画璐逛簯鎵嬫満155\ 濂楅VIP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-15 19:53:04,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000388201908151109343362,`ysj1_3_33_19672_20190815195324,`oLYpU0V5ndqe2SRIGYHWW_fRgovE,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-15 09:59:23,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000397201908156398215849,`ysj1_3_33_19629_20190815095943,`oLYpU0Z20dH2WfLKiI3Ch-fQPldY,`APP,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈虹画璐逛簯鎵嬫満372\ 濂楅GVIP(1澶�)x1,`,`0.04000,`1.00%,`4.00,`0.00,`
`2019-08-15 12:34:08,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000387201908154789492906,`ysj1_3_33_19637_20190815123429,`oLYpU0X5R4O05TV0mfSkebbJmoOo,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-15 13:00:32,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000389201908154401561644,`ysj1_3_33_19641_20190815130057,`oLYpU0SEJ_1ki9jfKIpZPwhsIheg,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-15 10:40:58,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000378201908153071897547,`ysj1_3_33_19633_20190815104122,`oLYpU0UGhbULlkmHJEqVMEud4Qcc,`APP,`SUCCESS,`ICBC_DEBIT,`CNY,`28.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(30澶�)x1,`,`0.28000,`1.00%,`28.00,`0.00,`
`2019-08-15 16:18:51,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000392201908158862255562,`ysj1_3_33_19647_20190815161915,`oLYpU0ecKLDpNx62YX-0N-dZx_Ww,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-15 16:35:41,`wxd8cddb0385f42add,`1518597551,`0,`,`4200000379201908151700011612,`20190815043505000000012725,`oquYY1uPd_BjgTHeFuXj0O_MXkxs,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0.00,`0.00,`,`,`濂楅锛歏IP1.5GHz 甯歌鎬ц兘鏅€欰PP鎵嬫満,`,`0.00000,`1.00%,`0.01,`0.00,`
`2019-08-15 22:15:50,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000392201908152827531126,`ysj1_3_33_19692_20190815221612,`oLYpU0fdH_tNCS1Et5d0TYXgzSOE,`APP,`SUCCESS,`CFT,`CNY,`8.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(5澶�)x1,`,`0.08000,`1.00%,`8.00,`0.00,`
`2019-08-15 19:59:05,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000385201908157765911415,`ysj1_3_33_19673_20190815195930,`oLYpU0UzQ5P9FtJW-LawoHTh8NdM,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-16 20:03:43,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000387201908169568694019,`ysj1_3_33_19732_20190816200403,`oLYpU0fzLaV5LR_4pQkMM3OgyD_I,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈虹画璐逛簯鎵嬫満845\ 濂楅VIP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-16 22:25:49,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000392201908168319986190,`ysj1_3_33_19738_20190816222613,`oLYpU0bbHK7DxXyOduRLXGqWvAQs,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-16 18:29:42,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000400201908164595450771,`ysj1_3_33_19727_20190816183006,`oLYpU0a9DkCYKZ4zPq-MYxctIW3o,`APP,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怗VIP(1澶�)x1,`,`0.04000,`1.00%,`4.00,`0.00,`
`2019-08-17 19:54:40,`wxd8cddb0385f42add,`1518597551,`0,`,`4200000395201908171503610007,`20190817075427000000023652,`oquYY1lDbuv6AJ1tC3kZYVyXRyM4,`NATIVE,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`濂楅锛歏IP1.5GHz 甯歌鎬ц兘鏅€欰PP鎵嬫満,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-17 20:58:51,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000391201908178945571144,`ysj1_3_33_19768_20190817205921,`oLYpU0UzQ5P9FtJW-LawoHTh8NdM,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-17 11:49:36,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000399201908171479959509,`ysj1_3_33_19758_20190817114958,`oLYpU0SpTv-7tnD5LhmvMMN6FZUA,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-17 20:14:07,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000380201908176059151972,`ysj1_3_33_19764_20190817201437,`oLYpU0TdbEaEY727GEzK_Sx-dGI4,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
`2019-08-17 19:37:56,`wx6eac05b5e8893ea2,`1518597551,`0,`,`4200000373201908176257736936,`ysj1_3_33_19762_20190817193815,`oLYpU0RvnW_FVknfaZQymHq3hqcw,`APP,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0.00,`0.00,`,`,`浜戞墜鏈鸿喘涔板椁怴IP(1澶�)x1,`,`0.02000,`1.00%,`2.00,`0.00,`
